,codigo_autor,codigo_coautor,num_publicaciones
40340,0000-0002-6253-4249,0000-0003-3000-9199,1
40341,0000-0003-3000-9199,0000-0002-6253-4249,1
40342,0000-0003-2233-9569,0000-0001-8188-3092,2
40343,0000-0001-8188-3092,0000-0003-2233-9569,2
40344,0000-0001-9365-5433,0000-0001-5728-0531,1
40345,0000-0001-5728-0531,0000-0001-9365-5433,1
40346,0000-0003-2266-4847,0000-0003-0781-6371,1
40347,0000-0003-0781-6371,0000-0003-2266-4847,1
40348,0000-0002-1858-3713,0000-0001-5277-4049,1
40349,0000-0001-5277-4049,0000-0002-1858-3713,1
40350,0000-0003-1692-5676,0000-0002-1445-827X,1
40351,0000-0002-1445-827X,0000-0003-1692-5676,1
40352,0000-0001-9796-4970,0000-0002-0828-6176,1
40353,0000-0002-0828-6176,0000-0001-9796-4970,1
40354,0000-0002-9889-9848,0000-0003-4945-3097,1
40355,0000-0003-4945-3097,0000-0002-9889-9848,1
40356,0000-0002-8864-4446,0000-0001-9174-3667,1
40357,0000-0001-9174-3667,0000-0002-8864-4446,1
40358,0000-0003-4970-4730,0000-0001-9287-8053,1
40359,0000-0001-9287-8053,0000-0003-4970-4730,1
40360,0000-0003-0250-0423,0000-0001-8639-4511,1
40361,0000-0001-8639-4511,0000-0003-0250-0423,1
40362,0000-0001-7160-9866,0000-0002-0472-4263,1
40363,0000-0002-0472-4263,0000-0001-7160-9866,1
40364,0000-0002-0472-4263,0000-0001-5128-438X,1
40365,0000-0001-5128-438X,0000-0002-0472-4263,1
40366,0000-0002-0119-9328,0000-0002-8127-9773,1
40367,0000-0002-8127-9773,0000-0002-0119-9328,1
40368,0000-0002-0503-5558,0000-0001-6465-2620,1
40369,0000-0001-7516-7372,0000-0001-6465-2620,1
40370,0000-0001-6465-2620,0000-0002-0503-5558,1
40371,0000-0001-6465-2620,0000-0001-7516-7372,1
40372,0000-0003-4060-8443,0000-0001-7170-0360,1
40373,0000-0001-7170-0360,0000-0003-4060-8443,1
40374,0000-0001-7679-8731,0000-0002-0304-6317,1
40375,0000-0002-0304-6317,0000-0001-7679-8731,1
40376,0000-0002-6114-9189,0000-0002-3663-7500,1
40377,0000-0002-6114-9189,0000-0001-9941-0613,1
40378,0000-0002-6114-9189,0000-0003-3848-3362,1
40379,0000-0002-6114-9189,0000-0002-9509-0613,1
40380,0000-0002-6114-9189,0000-0003-1373-9202,1
40381,0000-0002-3663-7500,0000-0002-6114-9189,1
40382,0000-0002-3663-7500,0000-0003-3848-3362,2
40383,0000-0002-3663-7500,0000-0002-9509-0613,1
40384,0000-0002-3663-7500,0000-0002-0527-1323,1
40385,0000-0002-3663-7500,0000-0003-1373-9202,2
40386,0000-0001-9941-0613,0000-0002-6114-9189,1
40387,0000-0001-9941-0613,0000-0003-3848-3362,1
40388,0000-0001-9941-0613,0000-0002-0527-1323,1
40389,0000-0001-9941-0613,0000-0003-1373-9202,1
40390,0000-0003-3848-3362,0000-0002-6114-9189,1
40391,0000-0003-3848-3362,0000-0002-3663-7500,2
40392,0000-0003-3848-3362,0000-0001-9941-0613,1
40393,0000-0003-3848-3362,0000-0002-9509-0613,1
40394,0000-0003-3848-3362,0000-0002-0527-1323,1
40395,0000-0003-3848-3362,0000-0003-1373-9202,1
40396,0000-0002-9509-0613,0000-0002-6114-9189,1
40397,0000-0002-9509-0613,0000-0002-3663-7500,1
40398,0000-0002-9509-0613,0000-0003-3848-3362,1
40399,0000-0002-9509-0613,0000-0002-0527-1323,1
40400,0000-0002-9509-0613,0000-0003-1373-9202,1
40401,0000-0002-0527-1323,0000-0002-3663-7500,1
40402,0000-0002-0527-1323,0000-0001-9941-0613,1
40403,0000-0002-0527-1323,0000-0003-3848-3362,1
40404,0000-0002-0527-1323,0000-0002-9509-0613,1
40405,0000-0002-0527-1323,0000-0003-1373-9202,1
40406,0000-0003-1373-9202,0000-0002-6114-9189,1
40407,0000-0003-1373-9202,0000-0002-3663-7500,2
40408,0000-0003-1373-9202,0000-0001-9941-0613,1
40409,0000-0003-1373-9202,0000-0003-3848-3362,1
40410,0000-0003-1373-9202,0000-0002-9509-0613,1
40411,0000-0003-1373-9202,0000-0002-0527-1323,1
40412,0000-0003-1192-3647,0000-0003-3657-4703,1
40413,0000-0003-0722-8350,0000-0003-3657-4703,1
40414,0000-0003-3657-4703,0000-0003-1192-3647,1
40415,0000-0003-3657-4703,0000-0003-0722-8350,1
40416,0000-0003-3657-4703,0000-0002-8155-8537,1
40417,0000-0003-3657-4703,0000-0002-4715-8353,1
40418,0000-0002-8155-8537,0000-0003-3657-4703,1
40419,0000-0002-4715-8353,0000-0003-3657-4703,1
40420,0000-0002-5907-4691,0000-0002-3744-206X,1
40421,0000-0002-3744-206X,0000-0002-5907-4691,1
40422,0000-0003-2306-7921,0000-0001-8357-5085,1
40423,0000-0001-8357-5085,0000-0003-2306-7921,1
40424,0000-0001-6841-1963,0000-0001-5329-3124,1
40425,0000-0001-5329-3124,0000-0001-6841-1963,1
40426,0000-0002-6642-5592,0000-0002-4703-3534,2
40427,0000-0002-4703-3534,0000-0002-6642-5592,2
40428,0000-0001-7073-2379,0000-0001-6937-3065,1
40429,0000-0001-6937-3065,0000-0001-7073-2379,1
40430,0000-0002-7215-0150,0000-0001-6523-6848,1
40431,0000-0001-6523-6848,0000-0002-7215-0150,1
40432,0000-0002-1681-1284,0000-0002-6344-697X,1
40433,0000-0002-1681-1284,0000-0002-2720-1473,1
40434,0000-0002-6344-697X,0000-0002-1681-1284,1
40435,0000-0002-6344-697X,0000-0002-2720-1473,1
40436,0000-0002-2720-1473,0000-0002-1681-1284,1
40437,0000-0002-2720-1473,0000-0002-6344-697X,1
40438,0000-0001-6224-2927,0000-0001-9679-1473,1
40439,0000-0001-9679-1473,0000-0001-6224-2927,1
40440,0000-0003-3561-8276,0000-0003-3258-5624,1
40441,0000-0003-3258-5624,0000-0003-3561-8276,1
40442,0000-0002-4037-6294,0000-0002-0517-5083,1
40443,0000-0002-0517-5083,0000-0002-4037-6294,1
40444,0000-0003-4199-9052,0000-0003-0125-9156,1
40445,0000-0003-0125-9156,0000-0003-4199-9052,1
40446,0000-0003-4632-0301,0000-0001-9850-9793,1
40447,0000-0001-9850-9793,0000-0003-4632-0301,1
40448,0000-0001-8069-2665,0000-0002-2163-9458,1
40449,0000-0002-2163-9458,0000-0001-8069-2665,1
40450,0000-0001-8020-9266,0000-0001-8368-6666,1
40451,0000-0001-8368-6666,0000-0001-8020-9266,1
40452,0000-0001-6671-6528,0000-0002-8555-7291,1
40453,0000-0002-8555-7291,0000-0001-6671-6528,1
40454,0000-0001-7786-7030,0000-0002-8338-7989,1
40455,0000-0001-7786-7030,0000-0002-4080-8077,1
40456,0000-0001-7786-7030,0000-0002-0667-7384,1
40457,0000-0002-8338-7989,0000-0001-7786-7030,1
40458,0000-0002-8338-7989,0000-0002-6710-8708,1
40459,0000-0002-8338-7989,0000-0002-0667-7384,1
40460,0000-0002-4080-8077,0000-0001-7786-7030,1
40461,0000-0002-4080-8077,0000-0002-0667-7384,1
40462,0000-0002-6710-8708,0000-0002-8338-7989,1
40463,0000-0002-6710-8708,0000-0002-0667-7384,1
40464,0000-0002-0667-7384,0000-0001-7786-7030,1
40465,0000-0002-0667-7384,0000-0002-8338-7989,1
40466,0000-0002-0667-7384,0000-0002-4080-8077,1
40467,0000-0002-0667-7384,0000-0002-6710-8708,1
40468,0000-0002-4958-2166,0000-0001-7368-1925,1
40469,0000-0002-7069-5958,0000-0001-7368-1925,1
40470,0000-0001-7368-1925,0000-0002-4958-2166,1
40471,0000-0001-7368-1925,0000-0002-7069-5958,1
40472,0000-0002-9259-1885,0000-0003-0569-9407,1
40473,0000-0003-0569-9407,0000-0002-9259-1885,1
40474,0000-0002-5756-1517,0000-0002-1566-303X,1
40475,0000-0002-1566-303X,0000-0002-5756-1517,1
40476,0000-0002-1566-303X,0000-0002-9146-7284,1
40477,0000-0002-9146-7284,0000-0002-1566-303X,1
40478,0000-0003-0439-9605,0000-0001-7621-8303,1
40479,0000-0001-7621-8303,0000-0003-0439-9605,1
40480,0000-0002-8089-6198,0000-0001-6043-0166,1
40481,0000-0002-8089-6198,0000-0001-9336-9568,1
40482,0000-0001-6043-0166,0000-0002-8089-6198,1
40483,0000-0001-6043-0166,0000-0001-9336-9568,1
40484,0000-0001-9336-9568,0000-0002-8089-6198,1
40485,0000-0001-9336-9568,0000-0001-6043-0166,1
40486,0000-0003-2226-0404,0000-0001-8529-6848,1
40487,0000-0003-2226-0404,0000-0002-0121-3695,1
40488,0000-0001-8529-6848,0000-0003-2226-0404,1
40489,0000-0001-8529-6848,0000-0002-9318-9732,1
40490,0000-0001-8529-6848,0000-0003-0586-2278,1
40491,0000-0002-9318-9732,0000-0001-8529-6848,1
40492,0000-0002-9318-9732,0000-0002-0121-3695,1
40493,0000-0003-0586-2278,0000-0001-8529-6848,1
40494,0000-0003-0586-2278,0000-0002-0121-3695,1
40495,0000-0002-0121-3695,0000-0003-2226-0404,1
40496,0000-0002-0121-3695,0000-0002-9318-9732,1
40497,0000-0002-0121-3695,0000-0003-0586-2278,1
40498,0000-0002-2018-6434,0000-0002-0121-0224,1
40499,0000-0002-0121-0224,0000-0002-2018-6434,1
40500,0000-0002-0121-0224,0000-0001-5218-6941,1
40501,0000-0001-5218-6941,0000-0002-0121-0224,1
40502,0000-0001-9866-8268,0000-0002-7205-7431,1
40503,0000-0002-7205-7431,0000-0001-9866-8268,1
40504,0000-0002-1242-1959,0000-0002-0512-1157,1
40505,0000-0002-0512-1157,0000-0002-1242-1959,1
40506,0000-0003-3372-2248,0000-0001-9225-1795,1
40507,0000-0003-3372-2248,0000-0001-8404-2918,1
40508,0000-0001-9225-1795,0000-0003-3372-2248,1
40509,0000-0001-9225-1795,0000-0001-8404-2918,1
40510,0000-0001-8404-2918,0000-0003-3372-2248,1
40511,0000-0001-8404-2918,0000-0001-9225-1795,1
40512,0000-0001-6484-8105,0000-0002-0497-1723,1
40513,0000-0002-0497-1723,0000-0001-6484-8105,1
40514,0000-0003-3596-4515,0000-0003-0553-7520,1
40515,0000-0003-0553-7520,0000-0003-3596-4515,1
40516,0000-0003-0553-7520,0000-0003-4753-9794,1
40517,0000-0003-4753-9794,0000-0003-0553-7520,1
40518,0000-0002-1708-9473,0000-0001-6037-5873,1
40519,0000-0001-6037-5873,0000-0002-1708-9473,1
40520,0000-0001-9128-2557,0000-0002-1356-9074,1
40521,0000-0002-1356-9074,0000-0001-9128-2557,1
40522,0000-0002-0313-8916,0000-0002-4223-0571,1
40523,0000-0002-0313-8916,0000-0001-7211-7564,1
40524,0000-0002-0313-8916,0000-0002-4490-5595,1
40525,0000-0002-4223-0571,0000-0002-0313-8916,1
40526,0000-0002-4223-0571,0000-0002-4490-5595,1
40527,0000-0001-7211-7564,0000-0002-0313-8916,1
40528,0000-0001-7211-7564,0000-0002-4490-5595,1
40529,0000-0002-4490-5595,0000-0002-0313-8916,1
40530,0000-0002-4490-5595,0000-0002-4223-0571,1
40531,0000-0002-4490-5595,0000-0001-7211-7564,1
40532,0000-0003-1219-2137,0000-0003-3392-1650,1
40533,0000-0003-3392-1650,0000-0003-1219-2137,1
40534,0000-0002-7317-1578,0000-0003-1526-4546,1
40535,0000-0003-1526-4546,0000-0002-7317-1578,1
40536,0000-0002-2758-796X,0000-0002-3141-6493,1
40537,0000-0002-2758-796X,0000-0002-3792-4085,1
40538,0000-0002-3141-6493,0000-0002-2758-796X,1
40539,0000-0002-3141-6493,0000-0002-3792-4085,1
40540,0000-0002-3792-4085,0000-0002-2758-796X,1
40541,0000-0002-3792-4085,0000-0002-3141-6493,1
40542,0000-0002-0401-9791,0000-0003-3651-2676,1
40543,0000-0003-3651-2676,0000-0002-0401-9791,1
40544,0000-0002-0731-2803,0000-0002-9798-9083,1
40545,0000-0002-9798-9083,0000-0002-0731-2803,1
40546,0000-0003-3626-4254,0000-0002-9741-8109,1
40547,0000-0002-9741-8109,0000-0003-3626-4254,1
40548,0000-0001-5221-173X,0000-0002-0714-8775,1
40549,0000-0002-0714-8775,0000-0001-5221-173X,1
40550,0000-0002-2628-1176,0000-0003-4990-7554,3
40551,0000-0003-4990-7554,0000-0002-2628-1176,3
40552,0000-0003-4990-7554,0000-0002-5060-3657,2
40553,0000-0002-5060-3657,0000-0003-4990-7554,2
40554,0000-0001-5221-173X,0000-0002-5033-2236,1
40555,0000-0002-5033-2236,0000-0001-5221-173X,1
40556,0000-0002-4699-5627,0000-0001-9998-0464,1
40557,0000-0001-9998-0464,0000-0002-4699-5627,1
40558,0000-0001-9692-2293,0000-0003-4777-6300,1
40559,0000-0003-4777-6300,0000-0001-9692-2293,1
40560,0000-0002-9415-1357,0000-0003-3430-3395,1
40561,0000-0003-3430-3395,0000-0002-9415-1357,1
40562,0000-0001-7984-8909,0000-0002-4516-5103,1
40563,0000-0001-7984-8909,0000-0001-8166-069X,1
40564,0000-0002-4516-5103,0000-0001-7984-8909,1
40565,0000-0001-8166-069X,0000-0001-7984-8909,1
40566,0000-0002-2710-9765,0000-0002-6459-0893,1
40567,0000-0002-2710-9765,0000-0002-2915-3970,1
40568,0000-0002-6459-0893,0000-0002-2710-9765,1
40569,0000-0002-6459-0893,0000-0001-5802-2657,1
40570,0000-0002-2915-3970,0000-0002-2710-9765,1
40571,0000-0002-2915-3970,0000-0001-5802-2657,1
40572,0000-0001-5802-2657,0000-0002-6459-0893,1
40573,0000-0001-5802-2657,0000-0002-2915-3970,1
40574,0000-0001-7518-253X,0000-0002-7681-2844,1
40575,0000-0002-7681-2844,0000-0001-7518-253X,1
40576,0000-0001-8020-9266,0000-0001-6072-3313,1
40577,0000-0001-6072-3313,0000-0001-8020-9266,1
40578,0000-0001-7384-0594,0000-0003-1062-0564,1
40579,0000-0003-1062-0564,0000-0001-7384-0594,1
40580,0000-0003-0066-0634,0000-0002-1755-2819,1
40581,0000-0003-0066-0634,0000-0001-7320-0706,1
40582,0000-0002-1755-2819,0000-0003-0066-0634,1
40583,0000-0001-7320-0706,0000-0003-0066-0634,1
40584,0000-0002-3087-541X,0000-0002-3744-4882,1
40585,0000-0002-3744-4882,0000-0002-3087-541X,1
40586,0000-0001-5396-3853,0000-0003-1389-2290,1
40587,0000-0003-1389-2290,0000-0001-5396-3853,1
40588,0000-0002-1145-2884,0000-0002-1453-6813,1
40589,0000-0002-1453-6813,0000-0002-1145-2884,1
40590,0000-0001-5896-9998,0000-0002-6175-3941,1
40591,0000-0002-6175-3941,0000-0001-5896-9998,1
40592,0000-0001-8242-9262,0000-0003-1894-4870,2
40593,0000-0001-8242-9262,0000-0003-0474-5344,1
40594,0000-0001-8242-9262,0000-0002-4401-2551,1
40595,0000-0003-1894-4870,0000-0001-8242-9262,2
40596,0000-0003-1894-4870,0000-0001-5881-4857,1
40597,0000-0003-1894-4870,0000-0003-0474-5344,1
40598,0000-0003-1894-4870,0000-0003-0377-1575,1
40599,0000-0001-5881-4857,0000-0003-1894-4870,1
40600,0000-0001-5881-4857,0000-0003-0474-5344,1
40601,0000-0001-5881-4857,0000-0003-0377-1575,1
40602,0000-0001-5881-4857,0000-0002-4401-2551,2
40603,0000-0003-0474-5344,0000-0001-8242-9262,1
40604,0000-0003-0474-5344,0000-0003-1894-4870,1
40605,0000-0003-0474-5344,0000-0001-5881-4857,1
40606,0000-0003-0474-5344,0000-0003-0377-1575,1
40607,0000-0003-0474-5344,0000-0002-4401-2551,1
40608,0000-0003-0377-1575,0000-0003-1894-4870,1
40609,0000-0003-0377-1575,0000-0001-5881-4857,1
40610,0000-0003-0377-1575,0000-0003-0474-5344,1
40611,0000-0003-0377-1575,0000-0002-4401-2551,1
40612,0000-0002-4401-2551,0000-0001-8242-9262,1
40613,0000-0002-4401-2551,0000-0001-5881-4857,2
40614,0000-0002-4401-2551,0000-0003-0474-5344,1
40615,0000-0002-4401-2551,0000-0003-0377-1575,1
40616,0000-0003-4062-9797,0000-0002-9073-3376,1
40617,0000-0002-9073-3376,0000-0003-4062-9797,1
40618,0000-0002-0121-0224,0000-0002-3354-2442,1
40619,0000-0002-3354-2442,0000-0002-0121-0224,1
40620,0000-0001-7455-5269,0000-0002-7494-5248,1
40621,0000-0002-7494-5248,0000-0001-7455-5269,1
40622,0000-0003-2550-6422,0000-0001-5486-6246,1
40623,0000-0001-5486-6246,0000-0003-2550-6422,1
40624,0000-0001-7369-1322,0000-0003-1954-3542,1
40625,0000-0003-1954-3542,0000-0001-7369-1322,1
40626,0000-0002-5824-0811,0000-0002-4861-4808,1
40627,0000-0002-4861-4808,0000-0002-5824-0811,1
40628,0000-0002-5665-8894,0000-0003-0303-6204,1
40629,0000-0003-0303-6204,0000-0002-5665-8894,1
40630,0000-0003-4461-0778,0000-0003-4659-8960,1
40631,0000-0003-4461-0778,0000-0003-3447-3570,1
40632,0000-0003-4659-8960,0000-0003-4461-0778,1
40633,0000-0003-3447-3570,0000-0003-4461-0778,1
40634,0000-0002-3428-940X,0000-0002-3471-8286,1
40635,0000-0002-3471-8286,0000-0002-3428-940X,1
40636,0000-0002-2510-1399,0000-0002-1959-6807,1
40637,0000-0002-1959-6807,0000-0002-2510-1399,1
40638,0000-0003-0937-0334,0000-0002-3597-4310,1
40639,0000-0002-3597-4310,0000-0003-0937-0334,1
40640,0000-0002-9418-0422,0000-0002-1145-2884,1
40641,0000-0002-1145-2884,0000-0002-9418-0422,1
40642,0000-0002-9615-3022,0000-0002-4782-3608,1
40643,0000-0002-4782-3608,0000-0002-9615-3022,1
40644,0000-0001-5551-2132,0000-0003-2920-9038,1
40645,0000-0003-2920-9038,0000-0001-5551-2132,1
40646,0000-0002-8797-2667,0000-0001-9250-3032,1
40647,0000-0001-9250-3032,0000-0002-8797-2667,1
40648,0000-0002-2101-030X,0000-0002-7611-5774,1
40649,0000-0002-2101-030X,0000-0003-2150-5545,1
40650,0000-0002-2101-030X,0000-0001-7508-1800,1
40651,0000-0002-7611-5774,0000-0002-2101-030X,1
40652,0000-0002-7611-5774,0000-0003-2150-5545,1
40653,0000-0002-7611-5774,0000-0001-7508-1800,1
40654,0000-0003-2150-5545,0000-0002-2101-030X,1
40655,0000-0003-2150-5545,0000-0002-7611-5774,1
40656,0000-0001-7508-1800,0000-0002-2101-030X,1
40657,0000-0001-7508-1800,0000-0002-7611-5774,1
40658,0000-0003-0063-6378,0000-0001-8544-7386,1
40659,0000-0001-8544-7386,0000-0003-0063-6378,1
40660,0000-0002-3587-474X,0000-0002-4819-3193,1
40661,0000-0002-4819-3193,0000-0002-3587-474X,1
40662,0000-0002-9405-9550,0000-0003-4593-1186,1
40663,0000-0003-4593-1186,0000-0002-9405-9550,1
40664,0000-0003-4593-1186,0000-0001-6993-6884,1
40665,0000-0001-6993-6884,0000-0003-4593-1186,1
40666,0000-0002-9142-7848,0000-0001-5096-7488,1
40667,0000-0001-5096-7488,0000-0002-9142-7848,1
40668,0000-0001-9118-1270,0000-0002-2441-9274,1
40669,0000-0002-2441-9274,0000-0001-9118-1270,1
40670,0000-0001-7945-1426,0000-0001-5729-6189,1
40671,0000-0001-5729-6189,0000-0001-7945-1426,1
40672,0000-0002-4569-4312,0000-0003-0332-5356,1
40673,0000-0003-0332-5356,0000-0002-4569-4312,1
40674,0000-0001-7828-2296,0000-0002-0477-1641,1
40675,0000-0001-7828-2296,0000-0003-3401-9554,1
40676,0000-0002-0477-1641,0000-0001-7828-2296,1
40677,0000-0002-0477-1641,0000-0003-3401-9554,1
40678,0000-0003-3401-9554,0000-0001-7828-2296,1
40679,0000-0003-3401-9554,0000-0002-0477-1641,1
40680,0000-0002-8321-5634,0000-0003-4228-9482,1
40681,0000-0003-4228-9482,0000-0002-8321-5634,1
40682,0000-0001-6681-147X,0000-0001-7073-2379,1
40683,0000-0001-7073-2379,0000-0001-6681-147X,1
40684,0000-0001-7073-2379,0000-0002-5214-7421,1
40685,0000-0002-5214-7421,0000-0001-7073-2379,1
40686,0000-0003-1558-9551,0000-0003-4929-5316,2
40687,0000-0003-4929-5316,0000-0003-1558-9551,2
40688,0000-0003-0118-5556,0000-0003-1373-9798,1
40689,0000-0003-1373-9798,0000-0003-0118-5556,1
40690,0000-0003-2441-1325,0000-0002-8356-3866,1
40691,0000-0002-8356-3866,0000-0003-2441-1325,1
40692,0000-0003-3464-0068,0000-0002-0885-0793,1
40693,0000-0002-0885-0793,0000-0003-3464-0068,1
40694,0000-0002-4223-0571,0000-0002-4784-7423,1
40695,0000-0001-7211-7564,0000-0002-4784-7423,2
40696,0000-0002-4784-7423,0000-0002-4223-0571,1
40697,0000-0002-4784-7423,0000-0001-7211-7564,2
40698,0000-0003-3070-807X,0000-0003-4507-8031,1
40699,0000-0003-4507-8031,0000-0003-3070-807X,1
40700,0000-0002-8915-5185,0000-0003-0771-8130,1
40701,0000-0003-0771-8130,0000-0002-8915-5185,1
40702,0000-0002-7941-813X,0000-0002-1304-3734,1
40703,0000-0002-1304-3734,0000-0002-7941-813X,1
40704,0000-0002-7722-7348,0000-0003-4174-7373,1
40705,0000-0001-7751-2280,0000-0003-4174-7373,1
40706,0000-0003-4174-7373,0000-0002-7722-7348,1
40707,0000-0003-4174-7373,0000-0001-7751-2280,1
40708,0000-0003-4836-6311,0000-0002-7951-3911,1
40709,0000-0002-7368-9609,0000-0002-7951-3911,1
40710,0000-0002-7951-3911,0000-0003-4836-6311,1
40711,0000-0002-7951-3911,0000-0002-7368-9609,1
40712,0000-0001-8249-5593,0000-0002-8511-3244,3
40713,0000-0002-8511-3244,0000-0001-8249-5593,3
40714,0000-0002-5411-8800,0000-0002-4849-0980,1
40715,0000-0002-4849-0980,0000-0002-5411-8800,1
40716,0000-0003-4465-3217,0000-0001-5272-9168,1
40717,0000-0001-5272-9168,0000-0003-4465-3217,1
40718,0000-0002-1023-0067,0000-0003-1753-5346,1
40719,0000-0002-1023-0067,0000-0001-7333-8270,1
40720,0000-0003-1753-5346,0000-0002-1023-0067,1
40721,0000-0001-7333-8270,0000-0002-1023-0067,1
40722,0000-0002-1215-0538,0000-0003-4502-8237,1
40723,0000-0003-4502-8237,0000-0002-1215-0538,1
40724,0000-0002-7787-0122,0000-0001-5879-6193,1
40725,0000-0002-7787-0122,0000-0003-2763-5949,1
40726,0000-0002-7787-0122,0000-0003-2434-4206,1
40727,0000-0001-5879-6193,0000-0002-7787-0122,1
40728,0000-0003-2763-5949,0000-0002-7787-0122,1
40729,0000-0003-2763-5949,0000-0003-2434-4206,1
40730,0000-0003-2434-4206,0000-0002-7787-0122,1
40731,0000-0003-2434-4206,0000-0003-2763-5949,1
40732,0000-0002-6093-0395,0000-0002-9781-6107,1
40733,0000-0002-9781-6107,0000-0002-6093-0395,1
40734,0000-0002-2890-3856,0000-0002-1490-3070,1
40735,0000-0002-1490-3070,0000-0002-2890-3856,1
40736,0000-0002-1490-3070,0000-0003-4396-1904,1
40737,0000-0003-4396-1904,0000-0002-1490-3070,1
40738,0000-0002-4346-1494,0000-0002-4329-9028,1
40739,0000-0002-4329-9028,0000-0002-4346-1494,1
40740,0000-0002-0323-449X,0000-0002-9230-7506,1
40741,0000-0002-9230-7506,0000-0002-0323-449X,1
40742,0000-0002-8700-9002,0000-0003-4231-1002,1
40743,0000-0003-4231-1002,0000-0002-8700-9002,1
40744,0000-0001-7189-7917,0000-0002-2000-4821,1
40745,0000-0002-2000-4821,0000-0001-7189-7917,1
40746,0000-0002-3343-5794,0000-0002-4935-3291,1
40747,0000-0002-4935-3291,0000-0002-3343-5794,1
40748,0000-0002-5098-7996,0000-0002-6143-0421,1
40749,0000-0002-6143-0421,0000-0002-5098-7996,1
40750,0000-0003-3150-6154,0000-0003-1711-1930,1
40751,0000-0003-1711-1930,0000-0003-3150-6154,1
40752,0000-0002-7434-8144,0000-0001-5509-9923,1
40753,0000-0001-5509-9923,0000-0002-7434-8144,1
40754,0000-0002-6337-5251,0000-0002-0344-6708,1
40755,0000-0002-0344-6708,0000-0002-6337-5251,1
40756,0000-0001-7884-7787,0000-0002-7408-6690,1
40757,0000-0002-7408-6690,0000-0001-7884-7787,1
40758,0000-0002-7847-5829,0000-0002-8138-9358,1
40759,0000-0002-8138-9358,0000-0002-7847-5829,1
40760,0000-0002-4586-3294,0000-0002-5628-5872,1
40761,0000-0002-5628-5872,0000-0002-4586-3294,1
40762,0000-0001-5374-7464,0000-0002-4017-9055,1
40763,0000-0002-4017-9055,0000-0001-5374-7464,1
40764,0000-0002-9794-1477,0000-0002-0519-3820,1
40765,0000-0002-0519-3820,0000-0002-9794-1477,1
40766,0000-0001-7867-1240,0000-0001-6203-7413,1
40767,0000-0001-6203-7413,0000-0001-7867-1240,1
40768,0000-0001-9944-2666,0000-0003-1157-3608,1
40769,0000-0003-1157-3608,0000-0001-9944-2666,1
40770,0000-0002-5719-4833,0000-0001-6332-7738,1
40771,0000-0001-6332-7738,0000-0002-5719-4833,1
40772,0000-0002-5467-8429,0000-0003-0230-3876,1
40773,0000-0003-0230-3876,0000-0002-5467-8429,1
40774,0000-0001-9251-070X,0000-0002-3388-5760,2
40775,0000-0002-3388-5760,0000-0001-9251-070X,2
40776,0000-0001-7034-6400,0000-0003-2184-7692,1
40777,0000-0003-2184-7692,0000-0001-7034-6400,1
40778,0000-0001-5582-5446,0000-0002-2565-6239,1
40779,0000-0002-2565-6239,0000-0001-5582-5446,1
40780,0000-0003-4987-5943,0000-0002-1330-4869,1
40781,0000-0002-1330-4869,0000-0003-4987-5943,1
40782,0000-0003-4941-7926,0000-0001-9821-7635,1
40783,0000-0001-9821-7635,0000-0003-4941-7926,1
40784,0000-0002-5306-9365,0000-0002-9688-1804,1
40785,0000-0002-9688-1804,0000-0002-5306-9365,1
40786,0000-0002-8896-073X,0000-0003-1225-4537,1
40787,0000-0003-1225-4537,0000-0002-8896-073X,1
40788,0000-0002-4699-5627,0000-0001-5277-4049,1
40789,0000-0001-5277-4049,0000-0002-4699-5627,1
40790,0000-0002-3336-7920,0000-0001-7808-4943,1
40791,0000-0001-7808-4943,0000-0002-3336-7920,1
40792,0000-0002-1791-0161,0000-0003-1680-5295,1
40793,0000-0003-1680-5295,0000-0002-1791-0161,1
40794,0000-0002-9282-9013,0000-0003-2347-2150,1
40795,0000-0003-2347-2150,0000-0002-9282-9013,1
40796,0000-0002-2033-082X,0000-0001-9843-7494,1
